Source,Target
Isabelle_Stengers,Alfred_North_Whitehead
`Abd_Allah_ibn_`Umar,Ka'ab_al-Ahbar
Palmiro_Togliatti,Antonio_Gramsci
Marcel_Proust,Ralph_Waldo_Emerson
Mufti_Muhammad_Shafi,Mufti
Iván_Werning,Frank_P._Ramsey
W._D._Ross,Robert_Audi
W._D._Ross,G._E._Moore
Alexander_the_Great,Aristotle
Robert_G._Ingersoll,Thomas_Paine
Eric_Hobsbawm,Antonio_Gramsci
Nikolai_Berdyaev,Davor_Džalto
Nikolai_Berdyaev,Vladimir_Solovyov_(philosopher)
Nikolai_Berdyaev,Aldous_Huxley
Nikolai_Berdyaev,Lev_Shestov
Dominique_Lecourt,Gaston_Bachelard
Aristotelianism,Porphyry_(philosopher)
Joseph_Butler,Francis_Hutcheson_(philosopher)
Joseph_Butler,Thomas_Hobbes
Octavio_Paz,Ramón_Xirau
William_Wordsworth,David_Hartley_(philosopher)
Neo-Confucianism,Confucius
George_Trumbull_Ladd,Hermann_Lotze
Ezra_Koenig,Richard_McKeon
Gilbert_Simondon,Maurice_Merleau-Ponty
Gilbert_Simondon,Gaston_Bachelard
Gilbert_Simondon,Bernard_Stiegler
Gilbert_Simondon,Gilles_Deleuze
Yuli_Mikhailovich_Vorontsov,Helena_Roerich
Abbie_Hoffman,Herbert_Marcuse
Cynicism,Diogenes_of_Sinope
William_Godwin,Thomas_Paine
Posidonius,Plutarch
Posidonius,Panaetius
Posidonius,Strabo
Posidonius,Cleomedes
Posidonius,Seneca_the_Younger
Posidonius,Zeno_of_Citium
Posidonius,Jason_of_Nysa
Posidonius,Diodorus_Siculus
Posidonius,Livy
Julia_Kristeva,Hannah_Arendt
Quentin_Meillassoux,Alain_Badiou
José_Saramago,Michel_de_Montaigne
Charles_Darwin,David_Hume
Charles_Darwin,Herbert_Spencer
Gad_Horowitz,Herbert_Marcuse
P._L._Travers,George_Gurdjieff
Edwin_Arthur_Burtt,Giovanni_Gentile
Edwin_Arthur_Burtt,Alexandre_Koyré
Bruno_Bauer,Georg_Wilhelm_Friedrich_Hegel
Northrop_Frye,Margaret_Atwood
Panaetius,Hecato_of_Rhodes
Panaetius,Zeno_of_Citium
Murray_Bookchin,Baruch_Spinoza
Murray_Bookchin,Hans_Jonas
Murray_Bookchin,Georg_Wilhelm_Friedrich_Hegel
Murray_Bookchin,Karl_Marx
Akhtar_Raza_Khan,Hamid_Raza_Khan
Free_Talk_Live,Stefan_Molyneux
Dawud_al-Zahiri,Ibn_Hazm
Dawud_al-Zahiri,Sufyan_al-Thawri
Dawud_al-Zahiri,Muqbil_bin_Haadi_al-Waadi'ee
Dawud_al-Zahiri,Muhammad_Nasiruddin_al-Albani
Dawud_al-Zahiri,Yahya_ibn_Ma'in
Dawud_al-Zahiri,Ibn_Abi_Asim
Suzanne_Briet,Michael_Buckland
Suzanne_Briet,Jesse_Shera
Suzanne_Briet,Bruno_Latour
Jan_Patočka,Edmund_Husserl
Charles_Sanders_Peirce,Friedrich_Wilhelm_Joseph_Schelling
Charles_Sanders_Peirce,George_Boole
Charles_Sanders_Peirce,Thomas_Reid
Charles_Sanders_Peirce,"Victoria,_Lady_Welby"
Charles_Sanders_Peirce,Duns_Scotus
Charles_Sanders_Peirce,Immanuel_Kant
Umberto_Eco,Giordano_Bruno
Umberto_Eco,Antonio_Gramsci
John_Milbank,Alasdair_MacIntyre
Gordon_Clark,Edward_John_Carnell
Gordon_Clark,John_Gerstner
Gordon_Clark,Vincent_Cheung
Gordon_Clark,Carl_F._H._Henry
Peter_Hallward,Alain_Badiou
"Sir_William_Hamilton,_9th_Baronet",John_Veitch_(poet)
"Sir_William_Hamilton,_9th_Baronet",James_Hutchison_Stirling
"Sir_William_Hamilton,_9th_Baronet",Herbert_Spencer
"Sir_William_Hamilton,_9th_Baronet",John_Stuart_Mill
Auguste_Comte,David_Hume
Auguste_Comte,Jean-Jacques_Rousseau
Al-Jahiz,Ibn_Tufail
Al-Jahiz,Ebn_Meskavayh
Al-Jahiz,Abū_Rayḥān_al-Bīrūnī
Giuseppe_Peano,Gottlob_Frege
Jacques_Monod,Albert_Camus
Richard_Cantillon,"Victor_de_Riqueti,_marquis_de_Mirabeau"
Encyclopédistes,Francis_Bacon
Terry_Eagleton,Herbert_McCabe
Judith_Halberstam,Judith_Butler
Porphyry_(philosopher),Boethius
Porphyry_(philosopher),Neoplatonism
Porphyry_(philosopher),Plotinus
János_Pilinszky,Simone_Weil
Justin_Clemens,Alain_Badiou
Matthew_of_Aquasparta,Walter_of_Bruges
Alain_de_Lille,Johannes_Scotus_Eriugena
Peter_Sloterdijk,Gaston_Bachelard
Peter_Sloterdijk,Jacob_Taubes
Peter_Sloterdijk,Bruno_Latour
Empedocles,Aristotle
Empedocles,Pythagoras
Johan_Norberg,Anders_Chydenius
Georg_Henrik_von_Wright,Jaakko_Hintikka
Georg_Henrik_von_Wright,Jürgen_Habermas
Pherecydes_of_Syros,Pythagoras
Maurice_Blanchot,Paul_de_Man
Maurice_Blanchot,Sarah_Kofman
Anaximander,Pythagoras
Anaximander,Thales
Anaximander,Anaximenes_of_Miletus
Jan-Fishan_Khan,Haji_Dost_Muhammad_Qandhari
Sinn_Féin,Roy_Johnston
Hazrat_Babajan,Meher_Baba
Aristotle,Nicolaus_Copernicus
Aristotle,Avicenna
Aristotle,Albertus_Magnus
Aristotle,Christian_philosophy
Aristotle,Socrates
Aristotle,Zeno_of_Elea
Aristotle,Averroes
Aristotle,Ptolemy
Aristotle,List_of_writers_influenced_by_Aristotle
Aristotle,Islamic_philosophy
Aristotle,Duns_Scotus
Aristotle,Western_philosophy
Aristotle,Thomas_Aquinas
Aristotle,Science
Arthur_Fine,Nancy_Cartwright_(philosopher)
Ľudovít_Štúr,Johann_Gottfried_Herder
La_Revista_Blanca,Émile_Armand
La_Revista_Blanca,Han_Ryner
Bangladesh,Motiur_Rahman_Mollik
Michel_Onfray,Émile_Armand
Michel_Onfray,Diogenes_of_Sinope
Michel_Onfray,Epicurus
Michel_Onfray,Georges_Palante
Michel_Onfray,Han_Ryner
Michel_Onfray,Michel_de_Montaigne
Michel_Onfray,Aristippus
Michel_Onfray,Raoul_Vaneigem
Gilles_Grelet,François_Laruelle
Edward_Vermilye_Huntington,Josiah_Royce
Romanticism,Jean-Jacques_Rousseau
Murray_Rothbard,Étienne_de_La_Boétie
Murray_Rothbard,Herbert_Spencer
J._L._Austin,Paul_Grice
J._L._Austin,William_Alston
J._L._Austin,H._L._A._Hart
J._L._Austin,Michel_Foucault
J._L._Austin,Gilbert_Ryle
J._L._Austin,R._M._Hare
J._L._Austin,G._E._Moore
J._L._Austin,Judith_Butler
J._L._Austin,Stanley_Cavell
Haji_Dost_Muhammad_Qandhari,Muhammad_Usman_Damani
Haji_Dost_Muhammad_Qandhari,Muhammad_Tahir
Maurice_Halbwachs,Paul_Ricœur
Philip_Clayton_(theologian),Alfred_North_Whitehead
Ibn_Hawqal,Abu_Zayd_al-Balkhi
Asclepiodotus_of_Alexandria,Damascius
P._F._Strawson,A._J._Ayer
P._F._Strawson,Colin_McGinn
P._F._Strawson,Immanuel_Kant
P._F._Strawson,Arda_Denkel
William_Alston,Thomas_Reid
Charles_le_Gai_Eaton,René_Guénon
C._Wright_Mills,Gaetano_Mosca
Adolf_Reinach,Edmund_Husserl
Leon_Kass,Hans_Jonas
Tine_Hribar,Ivo_Urbančič
Thomas_More,Desiderius_Erasmus
Thomas_More,Giovanni_Pico_della_Mirandola
A._J._Ayer,Mihailo_Marković
A._J._Ayer,Gilbert_Ryle
A._J._Ayer,Rudolf_Carnap
A._J._Ayer,R._M._Hare
A._J._Ayer,David_Hume
A._J._Ayer,George_Berkeley
A._J._Ayer,Immanuel_Kant
George_Eliot,Baruch_Spinoza
Nicolai_Hartmann,Mario_Bunge
Nicolai_Hartmann,György_Lukács
Nicolai_Hartmann,Jitendra_Nath_Mohanty
Nicolai_Hartmann,Max_Scheler
Nicolai_Hartmann,Helmuth_Plessner
Nicolai_Hartmann,Nikolay_Lossky
Angela_Davis,Herbert_Marcuse
Zhuangzi,Eastern_philosophy
Zhuangzi,Taoism
Zhuangzi,Chinese_Buddhism
Zhuangzi,Zen
Zhuangzi,Laozi
John_A._Hall,Ernest_Gellner
Carlo_Rosselli,Antonio_Gramsci
Fredric_Jameson,Louis_Althusser
Fredric_Jameson,Slavoj_Žižek
Fredric_Jameson,Jean-Paul_Sartre
Arete_of_Cyrene,Aristippus
Bahadur_Yar_Jung,Muhammad_Iqbal
Avicenna,Abu_Zayd_al-Balkhi
Karl_Jaspers,Albert_Camus
Karl_Jaspers,Martin_Heidegger
Karl_Jaspers,Hans-Georg_Gadamer
Karl_Jaspers,Wilhelm_Dilthey
Karl_Jaspers,Georg_Wilhelm_Friedrich_Hegel
Karl_Jaspers,Paul_Ricœur
Karl_Jaspers,Jean-Paul_Sartre
Karl_Jaspers,Lacan
Karl_Jaspers,Immanuel_Kant
Karl_Jaspers,Hannah_Arendt
Thomas_de_Hartmann,George_Gurdjieff
Ibn_Kathir,Ibn_Qayyim_Al-Jawziyya
Ibn_Kathir,Al-Dhahabi
James_Hillman,Henry_Corbin
Joseph_Stalin,Karl_Kautsky
Joseph_Stalin,Karl_Marx
Norman_Finkelstein,John_Stuart_Mill
Norman_Finkelstein,Noam_Chomsky
Takis_Fotopoulos,Cornelius_Castoriadis
Chrysippus,Stoicism
Chrysippus,Zeno_of_Citium
François_Laruelle,Ray_Brassier
Louis_Althusser,Baruch_Spinoza
Louis_Althusser,"Anthony_Giddens,_Baron_Giddens"
Louis_Althusser,Ferdinand_de_Saussure
Louis_Althusser,Michel_Foucault
Louis_Althusser,Gaston_Bachelard
Louis_Althusser,Antonio_Gramsci
Louis_Althusser,Nicos_Poulantzas
Louis_Althusser,Michel_Pêcheux
Louis_Althusser,Niccolò_Machiavelli
Louis_Althusser,Étienne_Balibar
Nassim_Nicholas_Taleb,Sextus_Empiricus
Henry_M._Sheffer,Josiah_Royce
André_Breton,René_Guénon
André_Breton,Georg_Wilhelm_Friedrich_Hegel
André_Breton,Charles_Fourier
Edward_Gibbon,Niccolò_Machiavelli
Virgil,Philodemus
Frank_P._Ramsey,Susan_Haack
Frank_P._Ramsey,Ludwig_Wittgenstein
Wolfi_Landstreicher,Diogenes_of_Sinope
Wolfi_Landstreicher,Renzo_Novatore
Wolfi_Landstreicher,Insurrectionary_anarchism
Wolfi_Landstreicher,CrimethInc.
Wolfi_Landstreicher,Raoul_Vaneigem
Alain_de_Benoist,Antonio_Gramsci
Émile_Armand,Ralph_Waldo_Emerson
Émile_Armand,Maria_Lacerda_de_Moura
Émile_Armand,Daniel_Guérin
Émile_Armand,Iniciales
Émile_Armand,Charles_Fourier
Abdel_Rahman_Badawi,Alexandre_Koyré
Edward_Said,Gayatri_Chakravorty_Spivak
Edward_Said,Partha_Chatterjee
Edward_Said,Mahmood_Mamdani
Edward_Said,Grace_Ji-Sun_Kim
Edward_Said,John_Esposito
Edward_Said,Homi_K._Bhabha
Edward_Said,Antonio_Gramsci
Edward_Said,Derek_Gregory
Edward_Said,Rashid_Khalidi
Edward_Said,Nigel_Gibson
Edward_Said,Joseph_Massad
Edward_Said,John_Strawson
Edward_Said,Robert_Fisk
Edward_Said,Christopher_Hitchens
Edward_Said,Noam_Chomsky
Edward_Said,Ranajit_Guha
Gemistus_Pletho,Plotinus
Bernardino_Varisco,Gottfried_Wilhelm_Leibniz
Flannery_O'Connor,Simone_Weil
Doris_Lessing,Jean-Paul_Sartre
Charles_Bernstein,Stanley_Cavell
Henry_Corbin,Muhammad_Husayn_Tabatabaei
Henry_Corbin,Dariush_Shayegan
Henry_Corbin,Harold_Bloom
Henry_Corbin,Kathleen_Raine
Albert_Camus,Mohsin_Hamid
Albert_Camus,Edmund_Husserl
Albert_Camus,Simone_de_Beauvoir
Albert_Camus,Charles_Bukowski
Albert_Camus,Georg_Wilhelm_Friedrich_Hegel
Albert_Camus,Thomas_Merton
Albert_Camus,Georges_Palante
Albert_Camus,Paul_Auster
Albert_Camus,Simone_Weil
Albert_Camus,Jean-Paul_Sartre
Albert_Camus,Orhan_Pamuk
Albert_Camus,Lev_Shestov
Alexis_de_Tocqueville,Friedrich_Hayek
Alexis_de_Tocqueville,Emmanuel_Todd
Alexis_de_Tocqueville,Max_Weber
Alexis_de_Tocqueville,John_Stuart_Mill
Alexis_de_Tocqueville,Montesquieu
Alexis_de_Tocqueville,Jean-Jacques_Rousseau
Lyndon_LaRouche,Gottfried_Wilhelm_Leibniz
Thomas_Robert_Malthus,David_Hume
Henry_More,René_Descartes
Daniel_Cohn-Bendit,Cornelius_Castoriadis
Susan_Haack,Luciano_Floridi
Henry_Sidgwick,Derek_Parfit
Henry_Sidgwick,Alfred_Marshall
Henry_Sidgwick,R._M._Hare
Henry_Sidgwick,Mordecai_Kaplan
Henry_Sidgwick,Peter_Singer
Henry_Sidgwick,John_Rawls
Henry_Sidgwick,Herbert_Spencer
Christian_Wolff_(philosopher),Confucius
Christian_Wolff_(philosopher),Alexander_Gottlieb_Baumgarten
Christian_Wolff_(philosopher),Gottfried_Wilhelm_Leibniz
Christian_Wolff_(philosopher),Immanuel_Kant
Martin_Heidegger,Giovanni_Gentile
Martin_Heidegger,Edmund_Husserl
Martin_Heidegger,Friedrich_Wilhelm_Joseph_Schelling
Martin_Heidegger,Wilhelm_Dilthey
Martin_Heidegger,Georg_Wilhelm_Friedrich_Hegel
Martin_Heidegger,Meister_Eckhart
Martin_Heidegger,Gottfried_Wilhelm_Leibniz
Martin_Heidegger,Duns_Scotus
Martin_Heidegger,Friedrich_Heinrich_Jacobi
Martin_Heidegger,Immanuel_Kant
Martin_Heidegger,Franz_Brentano
Dallas_Willard,Edmund_Husserl
Isaiah_Berlin,Alexander_Herzen
Isaiah_Berlin,John_Rawls
Isaiah_Berlin,John_Stuart_Mill
Camille_Paglia,Simone_de_Beauvoir
Naser_Makarem_Shirazi,Muhammad_Husayn_Tabatabaei
Amafinius,Epicurus
Claude_Shannon,George_Boole
Amalric_of_Bena,Johannes_Scotus_Eriugena
Baruch_Spinoza,René_Descartes
Baruch_Spinoza,Friedrich_Wilhelm_Joseph_Schelling
Baruch_Spinoza,Donald_Davidson_(philosopher)
Baruch_Spinoza,David_Ben-Gurion
Baruch_Spinoza,Giordano_Bruno
Baruch_Spinoza,Albert_Einstein
Baruch_Spinoza,Mordecai_Kaplan
Baruch_Spinoza,Georg_Wilhelm_Friedrich_Hegel
Baruch_Spinoza,Ludwig_Wittgenstein
Baruch_Spinoza,Michael_Hardt
Baruch_Spinoza,Karl_Marx
Baruch_Spinoza,Judith_Butler
Baruch_Spinoza,Gottfried_Wilhelm_Leibniz
Baruch_Spinoza,Emmanuel_Levinas
Baruch_Spinoza,Johann_Wolfgang_von_Goethe
Baruch_Spinoza,Johann_Gottlieb_Fichte
Baruch_Spinoza,Immanuel_Kant
Baruch_Spinoza,Erich_Fromm
Baruch_Spinoza,George_Santayana
Baruch_Spinoza,Samuel_Taylor_Coleridge
Baruch_Spinoza,Jean-Jacques_Rousseau
Baruch_Spinoza,Arthur_Schopenhauer
Baruch_Spinoza,Thomas_Hobbes
Baruch_Spinoza,Gilles_Deleuze
Baruch_Spinoza,Antonio_Negri
Karl_Kraus,Otto_Weininger
Zygmunt_Bauman,Antonio_Gramsci
Hiroshi_Shimizu,Kitaro_Nishida
Necip_Fazıl_Kısakürek,Abdulhakim_Arvasi
Necip_Fazıl_Kısakürek,Salih_Mirzabeyoglu
Rosalind_Hursthouse,Philippa_Foot
Nancey_Murphy,Imre_Lakatos
Zeno_of_Sidon,Philodemus
Iris_Murdoch,Simone_Weil
Iris_Murdoch,Jean-Paul_Sartre
Josiah_Royce,Clarence_Irving_Lewis
Josiah_Royce,Timothy_Sprigge
Josiah_Royce,Morris_Raphael_Cohen
Josiah_Royce,Gabriel_Marcel
Josiah_Royce,Hermann_Lotze
Rachel_Bluwstein,A._D._Gordon
Titus_Burckhardt,René_Guénon
Richard_Bandler,John_Grinder
Alva_Noë,Evan_Thompson
Alva_Noë,Hubert_Dreyfus
Lorenzo_Ferrero,Gianni_Vattimo
Mencius,Confucius
Mencius,Timeline_of_Eastern_philosophers
Muhammad_al-Tijani,Muhammad_Husayn_Tabatabaei
Gavin_Hyman,Gianni_Vattimo
Alexius_Meinong,Terence_Parsons
Alexius_Meinong,Roderick_Chisholm
Alexius_Meinong,Bertrand_Russell
Alexius_Meinong,David_Hume
Alexius_Meinong,Ernst_Mally
Alexius_Meinong,Franz_Brentano
Friedrich_Hayek,Othmar_Spann
Friedrich_Hayek,Bernard_Mandeville
Friedrich_Hayek,Edmund_Burke
Friedrich_Hayek,Karl_Popper
Michel_Aflaq,René_Descartes
Michel_Aflaq,Henri_Bergson
Michel_Aflaq,Georg_Wilhelm_Friedrich_Hegel
Michel_Aflaq,Karl_Marx
Michel_Aflaq,Georges_Sorel
Michel_Aflaq,Oswald_Spengler
Millan_Puelles,Edmund_Husserl
Millan_Puelles,Franz_Brentano
C._West_Churchman,William_James
"William_F._Buckley,_Jr.",Edmund_Burke
György_Lukács,Walter_Benjamin
György_Lukács,Georg_Wilhelm_Friedrich_Hegel
György_Lukács,Guy_Debord
György_Lukács,Karl_Marx
György_Lukács,Georg_Simmel
György_Lukács,Georges_Sorel
György_Lukács,Praxis_School
György_Lukács,Lucien_Goldmann
Diogenes_of_Sinope,Stoicism
Diogenes_of_Sinope,Crates_of_Thebes
Diogenes_of_Sinope,Han_Ryner
Douglas_Wilson_(theologian),Rousas_John_Rushdoony
Douglas_Wilson_(theologian),Cornelius_Van_Til
Giovanni_Gentile,William_Ernest_Hocking
Giovanni_Gentile,Bernard_Bosanquet_(philosopher)
Giovanni_Gentile,Clarence_Irving_Lewis
Giovanni_Gentile,Timothy_Sprigge
Giovanni_Gentile,Benito_Mussolini
Giovanni_Gentile,Georg_Wilhelm_Friedrich_Hegel
Giovanni_Gentile,Benedetto_Croce
Giovanni_Gentile,Immanuel_Kant
Giovanni_Gentile,Ugo_Spirito
Kostas_Axelos,Jacques_Derrida
Kostas_Axelos,Henri_Lefebvre
Sayyid_Qutb,Abul_Ala_Maududi
Khilafat_Movement,Muhammad_Iqbal
Susanne_Langer,Bernard_Lonergan
Susanne_Langer,Louis_Arnaud_Reid
Susanne_Langer,Alfred_North_Whitehead
Lyudmila_Zhivkova,Helena_Roerich
Émile_Boutroux,Maurice_Blondel
Émile_Boutroux,Maine_de_Biran
Noe_Ito,Jun_Tsuji
Noe_Ito,Emma_Goldman
Karl_Kautsky,Leon_Trotsky
Karl_Kautsky,Max_Adler_(Marxist)
Karl_Kautsky,Bruno_Kreisky
Karl_Kautsky,Otto_Bauer
Karl_Kautsky,Rosa_Luxemburg
Karl_Kautsky,Vladimir_Lenin
Karl_Kautsky,Konrad_Lorenz
Karl_Kautsky,Willy_Brandt
Karl_Kautsky,Karl_Renner
Indian_independence_movement,Muhammad_Iqbal
Paulo_Freire,Antonio_Gramsci
Paulo_Freire,Herbert_Marcuse
Jakob_Böhme,Julius_Evola
Jakob_Böhme,William_Law
Jakob_Böhme,Friedrich_Wilhelm_Joseph_Schelling
Jakob_Böhme,Louis_Claude_de_Saint-Martin
Jakob_Böhme,Georg_Wilhelm_Friedrich_Hegel
Jakob_Böhme,Pierre_Poiret
Jakob_Böhme,John_Pordage
Jakob_Böhme,Arthur_Schopenhauer
Richard_Dawkins,Daniel_Dennett
Peter_Deunov,Paramahansa_Yogananda
Peter_Deunov,Rudolf_Steiner
Peter_Deunov,Jiddu_Krishnamurti
Peter_Deunov,Omraam_Mikhaël_Aïvanhov
Joseph_Needham,Zhu_Xi
Giorgio_de_Chirico,Otto_Weininger
Thomas_Paine,Pierre_Victurnien_Vergniaud
Thomas_Paine,Jyotirao_Phule
Thomas_Paine,John_Locke
Thomas_Paine,Moncure_D._Conway
Thomas_Paine,Mary_Wollstonecraft
Thomas_Paine,Bertrand_Russell
Thomas_Paine,Abraham_Lincoln
Thomas_Paine,Thomas_Edison
Thomas_Paine,Thomas_Jefferson
Thomas_Paine,Christopher_Hitchens
Thomas_Paine,Montesquieu
Thomas_Paine,Jean-Jacques_Rousseau
Kenzaburō_Ōe,Jean-Paul_Sartre
Alcmaeon_of_Croton,Pythagoras
Ignacio_Ellacuría,Xavier_Zubiri
Georges_Bataille,Michel_Foucault
Georges_Bataille,Georg_Wilhelm_Friedrich_Hegel
Georges_Bataille,Lev_Shestov
Carlos_Vaz_Ferreira,Herbert_Spencer
Carlos_Vaz_Ferreira,John_Stuart_Mill
Pseudo-Dionysius_the_Areopagite,Proclus
Pseudo-Dionysius_the_Areopagite,Maximus_the_Confessor
Pseudo-Dionysius_the_Areopagite,Christian_mysticism
Pseudo-Dionysius_the_Areopagite,Meister_Eckhart
Pseudo-Dionysius_the_Areopagite,Apophatic_theology
Pseudo-Dionysius_the_Areopagite,Plotinus
Pseudo-Dionysius_the_Areopagite,Johannes_Scotus_Eriugena
B._R._Ambedkar,Jyotirao_Phule
B._R._Ambedkar,Edmund_Burke
René_Descartes,Edmund_Husserl
René_Descartes,Sextus_Empiricus
René_Descartes,John_Locke
René_Descartes,Léon_Brunschvicg
René_Descartes,Antoine_Arnauld
René_Descartes,Blaise_Pascal
René_Descartes,Jason_Stanley
René_Descartes,Émile_Durkheim
René_Descartes,Gottfried_Wilhelm_Leibniz
René_Descartes,Michel_de_Montaigne
René_Descartes,Slavoj_Žižek
René_Descartes,Duns_Scotus
René_Descartes,Immanuel_Kant
René_Descartes,Thomas_Hobbes
René_Descartes,Noam_Chomsky
Damascius,Proclus
Damascius,Plotinus
Gary_DeMar,Rousas_John_Rushdoony
Mark_Baker_(linguist),Noam_Chomsky
Indonesian_Ulema_Council,Hamka
Frank_Lloyd_Wright,George_Gurdjieff
Juan_José_Castelli,Jean-Jacques_Rousseau
Muhammad_Usman_Damani,Muhammad_Tahir
Muhammad_Usman_Damani,Muhammad_Sirajuddin_Naqshbandi
Muhammad_Usman_Damani,Fazal_Ali_Qureshi
Muhammad_Usman_Damani,Sayyad_Laal_Shah_Hamdani
John_of_Salisbury,Peter_Abelard
Mary_Shelley,Jean-Jacques_Rousseau
Nasir_Khusraw,Mu'ayyad_fi'l-Din_al-Shirazi
Kurt_Gödel,Edmund_Husserl
Kurt_Gödel,Rudolf_Carnap
Kurt_Gödel,Gottfried_Wilhelm_Leibniz
Milan_Kundera,Edmund_Husserl
Kitaro_Nishida,Shin'ichi_Hisamatsu
Kitaro_Nishida,Keiji_Nishitani
Kitaro_Nishida,Tetsuro_Watsuji
Kitaro_Nishida,Hajime_Tanabe
Tahar_Ben_Jelloun,Taha_Hussein
Gayatri_Chakravorty_Spivak,R._Radhakrishnan
Félix_Ravaisson-Mollien,Maine_de_Biran
Dante_Alighieri,Boethius
Franz_Kafka,Otto_Weininger
George_Dickie,Arthur_Danto
Joseph_Goebbels,Oswald_Spengler
Julian_the_Apostate,Plotinus
Zhou_Dunyi,Cheng_Yi
Zhou_Dunyi,Zhu_Xi
Zhou_Dunyi,Cheng_Hao
Baron_d'Holbach,Karl_Marx
Baron_d'Holbach,David_Hume
Joseph_E._LeDoux,Hilary_Putnam
Bill_W.,William_James
Pericles,Anaxagoras
Bolívar_Echeverría,Enrique_Dussel
Hussein_Ibish,R._Radhakrishnan
Leon_Trotsky,Karl_Marx
Leon_Trotsky,Alexander_Herzen
Theodorus_the_Atheist,Aristippus
Dietrich_von_Hildebrand,Edmund_Husserl
Ayaan_Hirsi_Ali,John_Stuart_Mill
Friedrich_Waismann,Rudolf_Carnap
Unity_of_the_Brethren,Petr_Chelčický
Leslie_Green_(philosopher),H._L._A._Hart
Isaac_Newton,Francis_Bacon
Allan_Bloom,Thomas_Pangle
Allan_Bloom,Francis_Fukuyama
Allan_Bloom,Alan_Keyes
Allan_Bloom,Harvey_Mansfield
Kit_Fine,Arthur_Prior
Eric_Hoffer,Michel_de_Montaigne
Kenneth_Binmore,David_Hume
Euclid,Pythagoras
Francisco_Varela,Edmund_Husserl
Paul_Boghossian,Saul_Kripke
Nicolae_Ceaușescu,Karl_Marx
Julius_Evola,Otto_Weininger
Julius_Evola,René_Guénon
African_Spir,Hans_Vaihinger
African_Spir,David_Hume
African_Spir,Gerardus_Heymans
African_Spir,William_James
African_Spir,Leo_Tolstoy
Richard_Webster_(author),Gilbert_Ryle
Ka'ab_al-Ahbar,'Abd_Allah_ibn_'Amr_ibn_al-'As
Ka'ab_al-Ahbar,Muawiyah_I
Ka'ab_al-Ahbar,Abu_Hurairah
Samuel_von_Pufendorf,Hugo_Grotius
Francis_Hutcheson_(philosopher),Adam_Smith
Francis_Hutcheson_(philosopher),Jeremy_Bentham
Francis_Hutcheson_(philosopher),David_Hume
T._S._Eliot,F._H._Bradley
United_States_Constitution,Montesquieu
John_Perry_(philosopher),Héctor-Neri_Castañeda
Emerich_de_Vattel,Benjamin_Franklin
Emerich_de_Vattel,Alexander_Hamilton
Emerich_de_Vattel,Western_philosophy
Emerich_de_Vattel,Hugo_Grotius
