Source,Target
John_Frame_(theologian),Cornelius_Van_Til
Evan_Thompson,Dan_Zahavi
Osvaldo_Lira,Juan_Vázquez_de_Mella
Karl_Leonhard_Reinhold,Salomon_Maimon
Karl_Leonhard_Reinhold,Johann_Gottlieb_Fichte
Benito_Mussolini,Georges_Sorel
Jane_Heap,George_Gurdjieff
Ahmad_Sirhindi,Islamic_philosophy
Ahmad_Sirhindi,Muhammad_Iqbal
Néstor_García_Canclini,Antonio_Gramsci
Michael_Oakeshott,F._H._Bradley
Michael_Oakeshott,Margaret_Thatcher
Joseph_Dietzgen,Karl_Marx
Joseph_Dietzgen,Vladimir_Lenin
Stilpo,Nicarete_of_Megara
Stilpo,Crates_of_Thebes
Stilpo,Asclepiades_of_Phlius
Stilpo,Zeno_of_Citium
Stilpo,Menedemus
René_Guénon,Michel_Valsan
René_Guénon,Mircea_Eliade
René_Guénon,Raymond_Queneau
René_Guénon,Jean-Louis_Michon
René_Guénon,Huston_Smith
René_Guénon,Ananda_Coomaraswamy
Pierre_Louis_Maupertuis,Gottfried_Wilhelm_Leibniz
Kamāl_al-Dīn_al-Fārisī,Nasir_al-Din_al-Tusi
John_Clarke_(Dean_of_Salisbury),William_Wollaston
Bernard_Mandeville,William_Petty
Mordecai_Kaplan,William_James
Mordecai_Kaplan,Alfred_North_Whitehead
Maria_Lacerda_de_Moura,Han_Ryner
Antonio_Gramsci,Benedetto_Croce
Antonio_Gramsci,Jalal_Al-e-Ahmad
Antonio_Gramsci,Karl_Marx
Antonio_Gramsci,Judith_Butler
Antonio_Gramsci,Niccolò_Machiavelli
Antonio_Gramsci,Chantal_Mouffe
Antonio_Gramsci,Georges_Sorel
Antonio_Gramsci,Alex_Callinicos
Antonio_Gramsci,Giovanni_Arrighi
Antonio_Gramsci,Stuart_Hall_(cultural_theorist)
Antonio_Gramsci,Robert_W._Cox
Antonio_Gramsci,Piero_Gobetti
Antonio_Gramsci,Antonio_Labriola
Antonio_Gramsci,Domenico_Losurdo
Robert_M._Pirsig,Richard_McKeon
Karl_Barth,Georg_Wilhelm_Friedrich_Hegel
Jan_Hus,John_Wycliffe
Jan_Hus,Martin_Luther
Hans_Reichenbach,Vienna_Circle
Georg_Wilhelm_Friedrich_Hegel,Benedetto_Croce
Georg_Wilhelm_Friedrich_Hegel,Walt_Whitman
Georg_Wilhelm_Friedrich_Hegel,Guy_Debord
Georg_Wilhelm_Friedrich_Hegel,Fyodor_Dostoyevsky
Georg_Wilhelm_Friedrich_Hegel,Lev_Vygotsky
Georg_Wilhelm_Friedrich_Hegel,Jürgen_Moltmann
Georg_Wilhelm_Friedrich_Hegel,Karl_Marx
Georg_Wilhelm_Friedrich_Hegel,Judith_Butler
Georg_Wilhelm_Friedrich_Hegel,Herbert_Marcuse
Georg_Wilhelm_Friedrich_Hegel,Johann_Gottfried_Herder
Georg_Wilhelm_Friedrich_Hegel,Evald_Ilyenkov
Georg_Wilhelm_Friedrich_Hegel,Alexandre_Koyré
Georg_Wilhelm_Friedrich_Hegel,Slavoj_Žižek
Georg_Wilhelm_Friedrich_Hegel,Jean-Paul_Sartre
Georg_Wilhelm_Friedrich_Hegel,F._H._Bradley
Georg_Wilhelm_Friedrich_Hegel,Roberto_Mangabeira_Unger
Georg_Wilhelm_Friedrich_Hegel,Alexandre_Kojève
Georg_Wilhelm_Friedrich_Hegel,Max_Horkheimer
Georg_Wilhelm_Friedrich_Hegel,Peter_Singer
Georg_Wilhelm_Friedrich_Hegel,Vladimir_Lenin
Georg_Wilhelm_Friedrich_Hegel,Hermann_Lotze
Georg_Wilhelm_Friedrich_Hegel,Johann_Gottlieb_Fichte
Georg_Wilhelm_Friedrich_Hegel,Friedrich_Heinrich_Jacobi
Georg_Wilhelm_Friedrich_Hegel,Søren_Kierkegaard
Georg_Wilhelm_Friedrich_Hegel,Immanuel_Kant
Georg_Wilhelm_Friedrich_Hegel,David_Strauss
Georg_Wilhelm_Friedrich_Hegel,Johannes_Scotus_Eriugena
Georg_Wilhelm_Friedrich_Hegel,Wolfhart_Pannenberg
Georg_Wilhelm_Friedrich_Hegel,Jürgen_Habermas
Georg_Wilhelm_Friedrich_Hegel,Jacques_Derrida
Georg_Wilhelm_Friedrich_Hegel,Thomas_Hill_Green
Georg_Wilhelm_Friedrich_Hegel,Montesquieu
Georg_Wilhelm_Friedrich_Hegel,Jean-Jacques_Rousseau
Georg_Wilhelm_Friedrich_Hegel,Robert_Brandom
Georg_Wilhelm_Friedrich_Hegel,Gilles_Deleuze
Georg_Wilhelm_Friedrich_Hegel,Frantz_Fanon
Wilhelm_von_Humboldt,Christian_Jakob_Kraus
Jean-Claude_Milner,Imre_Lakatos
Benedetto_Croce,R._G._Collingwood
Benedetto_Croce,Antonio_Labriola
Benedetto_Croce,Jean-Jacques_Rousseau
Félix_Guattari,Guy_Hocquenghem
Félix_Guattari,Michael_Hardt
Félix_Guattari,Gilles_Deleuze
Félix_Guattari,Antonio_Negri
Cornelius_Castoriadis,Guy_Debord
Cornelius_Castoriadis,Maurice_Brinton
Cornelius_Castoriadis,Hannah_Arendt
Nanavira_Thera,Jean-Paul_Sartre
Bob_Black,Herbert_Marcuse
Bob_Black,CrimethInc.
Bob_Black,Raoul_Vaneigem
Bob_Black,Charles_Fourier
Crates_of_Thebes,Hipparchia_of_Maroneia
Crates_of_Thebes,Zeno_of_Citium
Robert_Peel,Edmund_Burke
Hegesias_of_Cyrene,Aristippus
Michael_Albert,Noam_Chomsky
Pierre_Bourdieu,Michel_de_Certeau
Pierre_Bourdieu,Karl_Marx
Philosophy,Thomas_Kuhn
Pakistan_Movement,Ghulam_Bhik_Nairang
Pakistan_Movement,Muhammad_Iqbal
Imre_Lakatos,Paul_Feyerabend
Imre_Lakatos,Thomas_Kuhn
Che_Guevara,Karl_Marx
Che_Guevara,Jean-Paul_Sartre
Che_Guevara,Alexander_Herzen
Ray_Jackendoff,Noam_Chomsky
Louis_Gabriel_Ambroise_de_Bonald,Gottfried_Wilhelm_Leibniz
Guy_Debord,Karl_Marx
Guy_Debord,May_1968_in_France
Guy_Debord,Henri_Lefebvre
Post-left_anarchy,Raoul_Vaneigem
Ola_Raknes,William_James
Peter_Brook,George_Gurdjieff
Alexander_Gottlieb_Baumgarten,Immanuel_Kant
Anton_LaVey,Herbert_Spencer
David_Malet_Armstrong,John_Anderson_(philosopher)
Arcesilaus,Pyrrho
Arcesilaus,Lacydes_of_Cyrene
Arcesilaus,Clitomachus_(philosopher)
Carl_Schmitt,Georges_Sorel
Roderick_Chisholm,Franz_Brentano
John_Anderson_(philosopher),Samuel_Alexander
John_Anderson_(philosopher),J._L._Mackie
John_Anderson_(philosopher),Eugene_Kamenka
John_Anderson_(philosopher),A._J._Baker
Ibrahim_ibn_Ya'qub_al-Juzajani,Yahya_ibn_Ma'in
Ibrahim_ibn_Ya'qub_al-Juzajani,Ali_ibn_al-Madini
Muqbil_bin_Haadi_al-Waadi'ee,Ibn_Abi_Asim
Oets_Kolk_Bouwsma,Norman_Malcolm
Zhu_Xi,Wang_Yangming
Zhu_Xi,Tu_Weiming
Zhu_Xi,Yi_Hwang
Zhu_Xi,Ch'ien_Mu
Mao_Zedong,Karl_Marx
Mao_Zedong,Alexander_Herzen
Ronald_Dworkin,Lon_L._Fuller
Ronald_Dworkin,Robert_Alexy
Ronald_Dworkin,John_Stuart_Mill
Paul_Ricœur,Don_Ihde
Paul_Ricœur,Jacques_Derrida
Alan_Chadwick,Rudolf_Steiner
Muhammad_Mustafa_Jauhar,Allama_Amjad_Jauhari
Crates_of_Athens,Pyrrho
Syed_Ahmed_Khan,All-India_Muslim_League
"Oliver_Wendell_Holmes,_Jr.",Zechariah_Chafee
Robert_Nozick,Immanuel_Kant
Robert_Nozick,John_Stuart_Mill
Bruno_Bosteels,Alain_Badiou
Johann_Georg_Hamann,David_Hume
Desiderius_Erasmus,Damião_de_Góis
Desiderius_Erasmus,Giovanni_Pico_della_Mirandola
Desiderius_Erasmus,William_Tyndale
Desiderius_Erasmus,John_Colet
Desiderius_Erasmus,Martin_Luther
Wassily_Kandinsky,Rudolf_Steiner
Pierre-Joseph_Proudhon,Karl_Marx
Pierre-Joseph_Proudhon,Benjamin_Tucker
Pierre-Joseph_Proudhon,Georges_Sorel
Pierre-Joseph_Proudhon,Peter_Kropotkin
Pierre-Joseph_Proudhon,Joseph_Déjacque
Pierre-Joseph_Proudhon,Emma_Goldman
Pierre-Joseph_Proudhon,Charles_Fourier
Pierre-Joseph_Proudhon,Édouard_Depreux
Pierre-Joseph_Proudhon,Hugo_Grotius
Pierre-Joseph_Proudhon,Leo_Tolstoy
Raymond_Queneau,Alexandre_Kojève
Zechariah_Chafee,John_Stuart_Mill
Reception_theory,Karel_Kosík
Alejandro_Korn,Francisco_Romero_(philosopher)
Alejandro_Korn,Juan_José_Arévalo
Bertrand_Russell,Ludwig_Wittgenstein
Bertrand_Russell,G._E._Moore
Bertrand_Russell,David_Hume
Bertrand_Russell,Gottfried_Wilhelm_Leibniz
Bertrand_Russell,Gottlob_Frege
Bertrand_Russell,Hermann_Lotze
Bertrand_Russell,Alfred_North_Whitehead
Bertrand_Russell,George_Santayana
Bertrand_Russell,Richard_McKeon
Bertrand_Russell,John_Stuart_Mill
Bertrand_Russell,Franz_Brentano
Ludwig_Wittgenstein,G._E._Moore
Ludwig_Wittgenstein,Gottlob_Frege
Ludwig_Wittgenstein,William_James
Norbert_Hornstein,Noam_Chomsky
Sociology,Thomas_Hobbes
Ludwig_von_Mises,Immanuel_Kant
Ludwig_von_Mises,Franz_Brentano
José_Esteban_Muñoz,Judith_Butler
Jason_Barker,Alain_Badiou
W._B._Yeats,Edmund_Burke
Jerry_Fodor,David_Hume
Jerry_Fodor,Hilary_Putnam
Jerry_Fodor,Ernest_Lepore
Jerry_Fodor,Noam_Chomsky
Jean_Grenier,Georges_Palante
George_Herbert_Mead,Alfred_North_Whitehead
Jürgen_Moltmann,Ernst_Bloch
Karl_Haushofer,Oswald_Spengler
Hisham_ibn_Urwah,Malik_ibn_Anas
Michael_Hardt,Slavoj_Žižek
Michael_Hardt,Antonio_Negri
Jeremy_Bentham,David_Hume
Jeremy_Bentham,John_Stuart_Mill
Victor_Prosper_Considerant,Charles_Fourier
Martha_Nussbaum,Stanley_Cavell
Maurice_Blondel,Maine_de_Biran
Peter_Geach,Anthony_Kenny
Harry_Frankfurt,Susan_Wolf
Harry_Frankfurt,J._David_Velleman
Political_philosophy,Thomas_Hobbes
Phillip_Blond,David_Cameron
Jack_London,Herbert_Spencer
Karl_Marx,Rosa_Luxemburg
Karl_Marx,Herbert_Marcuse
Karl_Marx,Fidel_Castro
Karl_Marx,William_Petty
Karl_Marx,Jean-Paul_Sartre
Karl_Marx,Ho_Chi_Minh
Karl_Marx,Joseph_Schumpeter
Karl_Marx,Vladimir_Lenin
Karl_Marx,Peter_Kropotkin
Karl_Marx,Josip_Broz_Tito
Karl_Marx,M._N._Roy
Karl_Marx,Charles_Fourier
Karl_Marx,Jean-Jacques_Rousseau
Karl_Marx,Hannah_Arendt
Karl_Marx,Noam_Chomsky
Karl_Marx,Gilles_Deleuze
Karl_Marx,Antonio_Negri
Simone_Weil,Pope_Paul_VI
Simone_Weil,Anne_Carson
Pyrrho,David_Hume
Christian_Molbech,Søren_Kierkegaard
Meister_Eckhart,Eckhart_Tolle
Wolfgang_Smith,Alfred_North_Whitehead
Jorge_Luis_Borges,George_Berkeley
Judith_Butler,Kate_Bornstein
Judith_Butler,Eve_Kosofsky_Sedgwick
Judith_Butler,Lauren_Berlant
Émile_Durkheim,William_James
Émile_Durkheim,Immanuel_Kant
Émile_Durkheim,Herbert_Spencer
Émile_Durkheim,Montesquieu
Émile_Durkheim,Jean-Jacques_Rousseau
Ruđer_Bošković,Gottfried_Wilhelm_Leibniz
Gianni_Vattimo,Richard_Rorty
Timothy_J._Keller,Cornelius_Van_Til
Louis_Antoine_de_Saint-Just,Jean-Jacques_Rousseau
David_Hume,Niccolò_Machiavelli
David_Hume,Alexander_Hamilton
David_Hume,Gottfried_Wilhelm_Leibniz
David_Hume,David_Lewis_(philosopher)
David_Hume,J._L._Mackie
David_Hume,Ernst_Mach
David_Hume,George_Berkeley
David_Hume,Friedrich_Heinrich_Jacobi
David_Hume,Karl_Popper
David_Hume,Daniel_Dennett
David_Hume,William_James
David_Hume,Simon_Blackburn
David_Hume,Immanuel_Kant
David_Hume,John_Stuart_Mill
David_Hume,Montesquieu
David_Hume,Arthur_Schopenhauer
David_Hume,Noam_Chomsky
David_Hume,Gilles_Deleuze
David_Hume,Willard_Van_Orman_Quine
Giovanni_Pico_della_Mirandola,John_Colet
Ibn_Battah,Al-Hasan_ibn_'Ali_al-Barbahari
Niccolò_Machiavelli,Realism_in_international_relations
Niccolò_Machiavelli,Giambattista_Vico
Niccolò_Machiavelli,Vincenzo_Cuoco
Niccolò_Machiavelli,Francis_Bacon
Niccolò_Machiavelli,Jean-Jacques_Rousseau
Niccolò_Machiavelli,John_Adams
Niccolò_Machiavelli,Thomas_Hobbes
Alain_Badiou,Slavoj_Žižek
Alain_Badiou,Jean-Paul_Sartre
Alain_Badiou,Oliver_Feltham
Alain_Badiou,Hannah_Arendt
May_1968_in_France,Raoul_Vaneigem
Andrew_Feenberg,Herbert_Marcuse
Averroes,Boetius_of_Dacia
Averroes,Thomas_Aquinas
Mulla_Sadra,Islamic_philosophy
Mulla_Sadra,Iranian_philosophy
Jean_Bodin,Montesquieu
Rudolf_Steiner,Albert_Schweitzer
Rudolf_Steiner,Johann_Gottlieb_Fichte
Rudolf_Steiner,Karl_Robert_Eduard_von_Hartmann
Rudolf_Steiner,Owen_Barfield
Rudolf_Steiner,Franz_Brentano
Rudolf_Steiner,Hugo_Bergmann
Salomon_Maimon,Moses_Mendelssohn
Salomon_Maimon,Johann_Gottlieb_Fichte
Salomon_Maimon,Gilles_Deleuze
Morris_Raphael_Cohen,William_James
Paul_Guyer,Stanley_Cavell
Amin_Ahsan_Islahi,Khalid_Masud
Amin_Ahsan_Islahi,Israr_Ahmed
Iorgu_Iordan,Lazăr_Șăineanu
Aristippus_the_Younger,Aristippus
Ernst_Bloch,Ernesto_Balducci
John_Lemmon,Arthur_Prior
Colin_Wilson,George_Gurdjieff
Han_Ryner,Iniciales
Edmund_Burke,Roger_Scruton
Edmund_Burke,George_Berkeley
Edmund_Burke,Russell_Kirk
Edmund_Burke,Karl_Popper
Edmund_Burke,Immanuel_Kant
Edmund_Burke,"John_Dalberg-Acton,_1st_Baron_Acton"
Edmund_Burke,Montesquieu
Edmund_Burke,Hannah_Arendt
Muhammad_Nasiruddin_al-Albani,Ibn_Abi_Asim
Gabriel_Marcel,Emmanuel_Levinas
Gaetano_Mosca,Joseph_Schumpeter
Gaetano_Mosca,Seymour_Martin_Lipset
Gottfried_Wilhelm_Leibniz,Duns_Scotus
Gottfried_Wilhelm_Leibniz,Giambattista_Vico
Gottfried_Wilhelm_Leibniz,Immanuel_Kant
Gottfried_Wilhelm_Leibniz,Thomas_Hobbes
Gottfried_Wilhelm_Leibniz,Gilles_Deleuze
Georg_Simmel,Lewis_A._Coser
Herbert_Marcuse,Max_Horkheimer
Herbert_Marcuse,John_Zerzan
Herbert_Marcuse,Jürgen_Habermas
Herbert_Marcuse,Norman_O._Brown
Marcus_Aurelius,Zeno_of_Citium
Derrick_Jensen,John_Zerzan
Species_Traitor,John_Zerzan
Samuel_Alexander,Alfred_North_Whitehead
Maximilien_Robespierre,Jean-Jacques_Rousseau
Jacques_Rancière,Slavoj_Žižek
Jacques_Rancière,Todd_May
Jacques_Rancière,Kristin_Ross
Jacques_Rancière,Étienne_Balibar
Paul_de_Man,Jacques_Derrida
Paul_de_Man,Jean-Jacques_Rousseau
A._C._Grayling,John_Stuart_Mill
Pakistan,Muhammad_Iqbal
Platonism_in_the_Renaissance,Plotinus
Cornelius_Van_Til,"Richard_L._Pratt,_Jr."
Cornelius_Van_Til,Francis_Schaeffer
Cornelius_Van_Til,Greg_Bahnsen
Johann_Gottfried_Herder,Johann_Wolfgang_von_Goethe
Talcott_Parsons,Alfred_North_Whitehead
R._G._Collingwood,F._H._Bradley
Hierocles_of_Alexandria,Plotinus
Hilary_Putnam,David_Lewis_(philosopher)
Hilary_Putnam,Daniel_Dennett
Hilary_Putnam,William_James
Hilary_Putnam,Tyler_Burge
Hilary_Putnam,Immanuel_Kant
Hilary_Putnam,Ned_Block
Gilbert_Harman,Noam_Chomsky
Alexandre_Koyré,Paul_Feyerabend
Alexandre_Koyré,Alexandre_Kojève
Alexandre_Koyré,Thomas_Kuhn
Hildegard_of_Bingen,Johannes_Scotus_Eriugena
John_Maynard_Keynes,William_Petty
John_Maynard_Keynes,John_Stuart_Mill
Adam_Weishaupt,Percy_Bysshe_Shelley
Michel_de_Montaigne,William_Shakespeare
Michel_de_Montaigne,Jean-Jacques_Rousseau
Elisabeth_Young-Bruehl,Hannah_Arendt
Kendall_Walton,Chris_Bateman
Jamiat_Ulema-e-Hind,Husain_Ahmed_Madani
World_Trade_Organization_Ministerial_Conference_of_1999_protest_activity,John_Zerzan
Bhagwan_Shree_Rajneesh,George_Gurdjieff
George_Gurdjieff,Robert_Fripp
George_Gurdjieff,Moshé_Feldenkrais
George_Gurdjieff,"Henry_Sinclair,_2nd_Baron_Pentland"
George_Gurdjieff,P._D._Ouspensky
George_Gurdjieff,Keith_Jarrett
Paul_Feyerabend,Thomas_Kuhn
Paul_Feyerabend,John_Stuart_Mill
Simón_Bolívar,Jean-Jacques_Rousseau
Philipp_Mainländer,Ulrich_Horstmann
Georges_Sorel,François_Perroux
Islamic_philosophy,Khwaja_Shamsuddin_Azimi
"Victoria,_Lady_Welby",Charles_Kay_Ogden
Maria_Montessori,Jean-Jacques_Rousseau
Jean-Paul_Sartre,Roberto_Mangabeira_Unger
Jean-Paul_Sartre,R._D._Laing
Jean-Paul_Sartre,Immanuel_Kant
Jean-Paul_Sartre,Alexander_Herzen
Jean-Paul_Sartre,Frantz_Fanon
Sam_Harris_(author),John_Stuart_Mill
Hugo_Chávez,Noam_Chomsky
F._H._Bradley,Alfred_North_Whitehead
F._H._Bradley,Thomas_Hill_Green
Howard_Lasnik,Noam_Chomsky
Ibn_Jurayj,‘Abd_ar-Razzaq_as-San‘ani
Allah_Bakhsh,Fazal_Ali_Qureshi
Allah_Bakhsh,Abdul_Ghaffar_Naqshbandi
Petr_Chelčický,Leo_Tolstoy
Petr_Chelčický,Moravian_Church
Duns_Scotus,Gilles_Deleuze
Duns_Scotus,Martin_Luther
Dagfinn_Føllesdal,Franz_Brentano
Ernst_Mach,George_Berkeley
Constructivist_epistemology,Paul_Watzlawick
Johann_Wolfgang_von_Goethe,Jean-Jacques_Rousseau
Jean_Bricmont,Noam_Chomsky
Classics,Homer
Max_Horkheimer,Erich_Fromm
Max_Horkheimer,Jürgen_Habermas
Alex_Callinicos,Chris_Harman
George_Berkeley,Immanuel_Kant
George_Berkeley,John_Stuart_Mill
George_Berkeley,Arthur_Schopenhauer
Giambattista_Vico,Hugo_Grotius
Oswald_Spengler,Ernst_Jünger
Peter_Singer,John_Stuart_Mill
Thomas_Walker_Arnold,Muhammad_Iqbal
Moses_Mendelssohn,Friedrich_Heinrich_Jacobi
Moses_Mendelssohn,David_Friedländer
Boethius,Plotinus
Boethius,Thomas_Aquinas
Boethius,Medieval_philosophy
Albani,Muhammad_ash-Shawkani
John_Lachs,George_Santayana
Jules_de_Gaultier,Lev_Shestov
Vladimir_Lenin,Alexander_Herzen
Western_philosophy,Immanuel_Kant
Khalilullah_Khalili,Muhammad_Iqbal
Hans_Christian_Ørsted,Immanuel_Kant
Ian_Rumfitt,Gottlob_Frege
Gottlob_Frege,Hermann_Lotze
Gottlob_Frege,Analytic_philosophy
Gottlob_Frege,Gershom_Scholem
Gottlob_Frege,Friedrich_Adolf_Trendelenburg
Hermann_Lotze,William_James
Hermann_Lotze,Borden_Parker_Bowne
Hermann_Lotze,Thomas_Hill_Green
David_Hartley_(philosopher),William_James
David_Hartley_(philosopher),James_Mill
Alexander_of_Aphrodisias,Theophrastus
Emil_Cioran,Lev_Shestov
Basil_Montagu,Francis_Bacon
Terrence_Malick,Stanley_Cavell
Khwaja_Shamsuddin_Azimi,Qalandar_Baba_Auliya
Peter_Kropotkin,Alexander_Herzen
Peter_Kropotkin,Charles_Fourier
Brief_psychotherapy,John_Grinder
Helena_Roerich,Ivan_Yefremov
Israr_Ahmed,Muhammad_Iqbal
CrimethInc.,Raoul_Vaneigem
CrimethInc.,John_Zerzan
Johann_Gottlieb_Fichte,Friedrich_Heinrich_Jacobi
Johann_Gottlieb_Fichte,Paul_Tillich
Johann_Gottlieb_Fichte,Thomas_Carlyle
Johann_Gottlieb_Fichte,Jean-Jacques_Rousseau
Wallace_Stevens,George_Santayana
Friedrich_Heinrich_Jacobi,Søren_Kierkegaard
Jan_Łukasiewicz,Franz_Brentano
Ernst_Cassirer,Immanuel_Kant
Stephen_Gilligan,John_Grinder
Neoplatonism_and_Gnosticism,Plotinus
Neoplatonism_and_Christianity,Plotinus
Dan_Goldstick,Miguel_Figueroa
John_Etchemendy,Gila_Sher
Søren_Kierkegaard,Immanuel_Kant
Søren_Kierkegaard,Friedrich_Adolf_Trendelenburg
Mark_Wrathall,Hubert_Dreyfus
Pierre_Janet,Maine_de_Biran
Leszek_Kołakowski,Christopher_Hitchens
Xavier_Zubiri,Graham_Harman
Pierre_Clastres,Gilles_Deleuze
Mustafa_Kemal_Atatürk,Jean-Jacques_Rousseau
Jun_Tsuji,Eisuke_Yoshiyuki
Bonaventure,Plotinus
Galvano_Della_Volpe,Jean-Jacques_Rousseau
Moritz_Schlick,Vienna_Circle
Louis_Arnaud_Reid,Lionel_Trilling
Karl_Popper,Immanuel_Kant
Karl_Popper,John_Stuart_Mill
Reinhart_Koselleck,Hannah_Arendt
Philip_Pettit,Hannah_Arendt
Svetozar_Marković,Nikola_Pašić
Thomas_Kuhn,Richard_Rorty
Theophrastus,Strato_of_Lampsacus
Theophrastus,Peripatetic_school
Francis_Bacon,Thomas_Jefferson
Francis_Bacon,Thomas_Hobbes
William_James,Charles_Bernard_Renouvier
William_James,Richard_Rorty
William_James,George_Santayana
William_James,John_Stuart_Mill
William_James,B._Alan_Wallace
William_Wollaston,John_Conybeare
Yu_Ying-shih,Ch'ien_Mu
Tim_van_Gelder,Hubert_Dreyfus
Joseph_Déjacque,Charles_Fourier
Francis_J._Beckwith,William_Lane_Craig
Richard_Cumberland_(philosopher),Hugo_Grotius
Steven_Pinker,Noam_Chomsky
Fazal_Ali_Qureshi,Sayyad_Laal_Shah_Hamdani
Fazal_Ali_Qureshi,Abdul_Ghaffar_Naqshbandi
Christian_von_Ehrenfels,Franz_Brentano
Christian_von_Ehrenfels,Felix_Weltsch
Hubert_Dreyfus,Richard_Rorty
Hubert_Dreyfus,Tao_Ruspoli
James_Mill,John_Stuart_Mill
Immanuel_Kant,John_Rawls
Immanuel_Kant,Jürgen_Habermas
Immanuel_Kant,Jean-Jacques_Rousseau
Immanuel_Kant,Hugo_Grotius
Immanuel_Kant,Arthur_Schopenhauer
Immanuel_Kant,Hannah_Arendt
Immanuel_Kant,Noam_Chomsky
Rudolf_Christoph_Eucken,Friedrich_Adolf_Trendelenburg
Alfred_North_Whitehead,Charles_Hartshorne
Alfred_North_Whitehead,Bruno_Latour
Alfred_North_Whitehead,Jean_Wahl
Alfred_North_Whitehead,Gilles_Deleuze
Alfred_North_Whitehead,Willard_Van_Orman_Quine
Archelaus_(philosopher),Anaxagoras
Raoul_Vaneigem,John_Zerzan
Raoul_Vaneigem,Charles_Fourier
Marc_Hauser,Noam_Chomsky
Richard_Rorty,Robert_Brandom
Norbert_Bolz,Jacob_Taubes
Plotinus,Johannes_Scotus_Eriugena
Plotinus,Arthur_Schopenhauer
Strato_of_Lampsacus,Pierre_Bayle
Naturalism_(philosophy),George_Santayana
Berengar_of_Tours,Johannes_Scotus_Eriugena
Johannes_Scotus_Eriugena,Thomas_Aquinas
Johannes_Scotus_Eriugena,Honorius_Augustodunensis
John_Rawls,John_Stuart_Mill
John_Rawls,Jean-Jacques_Rousseau
Robert_Lees_(linguist),Noam_Chomsky
Herbert_Spencer,Nikolay_Mikhaylovsky
Jürgen_Habermas,Hannah_Arendt
Jürgen_Habermas,Seyla_Benhabib
Friedrich_Adolf_Trendelenburg,Franz_Brentano
Robert_Fisk,Noam_Chomsky
Richard_McKeon,Eugene_Gendlin
Christopher_Hitchens,John_Stuart_Mill
Christopher_Hitchens,Noam_Chomsky
Jacques_Derrida,Jean-Jacques_Rousseau
Robert_Pogue_Harrison,Hannah_Arendt
Lev_Shestov,Sergei_Bulgakov
Lev_Shestov,John_Middleton_Murry
Montesquieu,Jean-Jacques_Rousseau
Montesquieu,Hannah_Arendt
Jean-Jacques_Rousseau,Hugo_Grotius
Jean-Jacques_Rousseau,Leo_Tolstoy
Franz_Brentano,Barry_Smith_(ontologist)
Franz_Brentano,Anton_Marty
Mark_Lance,Robert_Brandom
Hugo_Grotius,Thomas_Hobbes
Jakob_Schegk,Nicolaus_Taurellus
Hannah_Arendt,Richard_Sennett
Hannah_Arendt,Seyla_Benhabib
